difficulty,op,bucket,nearest_pi_fraction,count
hard,rx,numeric_loose_pi_fraction,5/6,17
hard,rx,numeric_loose_pi_fraction,5/7,20
hard,rx,numeric_loose_pi_fraction,5/8,12
hard,rx,numeric_loose_pi_fraction,5/9,9
hard,rx,numeric_loose_pi_fraction,6/11,13
hard,rx,numeric_loose_pi_fraction,6/13,8
hard,rx,numeric_loose_pi_fraction,6/7,12
hard,rx,numeric_loose_pi_fraction,7/10,20
hard,rx,numeric_loose_pi_fraction,7/11,7
hard,rx,numeric_loose_pi_fraction,7/12,20
hard,rx,numeric_loose_pi_fraction,7/13,14
hard,rx,numeric_loose_pi_fraction,7/15,20
hard,rx,numeric_loose_pi_fraction,7/16,11
hard,rx,numeric_loose_pi_fraction,7/8,5
hard,rx,numeric_loose_pi_fraction,7/9,10
hard,rx,numeric_loose_pi_fraction,8/11,11
hard,rx,numeric_loose_pi_fraction,8/13,11
hard,rx,numeric_loose_pi_fraction,8/15,27
hard,rx,numeric_loose_pi_fraction,8/9,7
hard,rx,numeric_loose_pi_fraction,9/10,5
hard,rx,numeric_loose_pi_fraction,9/11,7
hard,rx,numeric_loose_pi_fraction,9/13,37
hard,rx,numeric_loose_pi_fraction,9/14,18
hard,rx,numeric_loose_pi_fraction,9/16,6
hard,rx,numeric_noisy_non_fraction,-1,21
hard,rx,numeric_noisy_non_fraction,-1/16,24
hard,rx,numeric_noisy_non_fraction,-1/2,22
hard,rx,numeric_noisy_non_fraction,-1/3,3
hard,rx,numeric_noisy_non_fraction,-11/16,1
hard,rx,numeric_noisy_non_fraction,-15/16,13
hard,rx,numeric_noisy_non_fraction,-2/3,2
hard,rx,numeric_noisy_non_fraction,-5/16,1
hard,rx,numeric_noisy_non_fraction,-7/15,6
hard,rx,numeric_noisy_non_fraction,-8/15,8
hard,rx,numeric_noisy_non_fraction,0,51
hard,rx,numeric_noisy_non_fraction,1,35
hard,rx,numeric_noisy_non_fraction,1/16,19
hard,rx,numeric_noisy_non_fraction,1/2,32
hard,rx,numeric_noisy_non_fraction,1/3,4
hard,rx,numeric_noisy_non_fraction,15/16,11
hard,rx,numeric_noisy_non_fraction,2/3,2
hard,rx,numeric_noisy_non_fraction,5/14,2
hard,rx,numeric_noisy_non_fraction,5/16,1
hard,rx,numeric_noisy_non_fraction,7/15,13
hard,rx,numeric_noisy_non_fraction,8/15,14
hard,rx,numeric_noisy_non_fraction,9/14,4
hard,rx,numeric_very_close_pi_fraction,-1/2,270
hard,rx,numeric_very_close_pi_fraction,-1/4,21
hard,rx,numeric_very_close_pi_fraction,-3/4,25
hard,rx,numeric_very_close_pi_fraction,0,1
hard,rx,numeric_very_close_pi_fraction,1/2,367
hard,rx,numeric_very_close_pi_fraction,1/4,29
hard,rx,numeric_very_close_pi_fraction,3/4,21
hard,rx,numeric_very_close_pi_fraction,5/6,1
hard,rx,symbolic_pi_expr,-1/2,859
hard,rx,symbolic_pi_expr,-1/4,28
hard,rx,symbolic_pi_expr,-3/4,26
hard,rx,symbolic_pi_expr,1,28
hard,rx,symbolic_pi_expr,1/2,1559
hard,rx,symbolic_pi_expr,1/4,39
hard,rx,symbolic_pi_expr,2/3,1
hard,rx,symbolic_pi_expr,3/4,43
hard,rz,numeric_close_pi_fraction,-1,1
hard,rz,numeric_close_pi_fraction,-1/10,1
hard,rz,numeric_close_pi_fraction,-1/2,5
hard,rz,numeric_close_pi_fraction,-1/4,6
hard,rz,numeric_close_pi_fraction,-1/5,1
hard,rz,numeric_close_pi_fraction,-13/16,1
hard,rz,numeric_close_pi_fraction,-2/11,1
hard,rz,numeric_close_pi_fraction,-2/15,1
hard,rz,numeric_close_pi_fraction,-2/3,1
hard,rz,numeric_close_pi_fraction,-2/5,1
hard,rz,numeric_close_pi_fraction,-3/4,2
hard,rz,numeric_close_pi_fraction,-4/9,2
hard,rz,numeric_close_pi_fraction,-5/13,2
hard,rz,numeric_close_pi_fraction,-5/14,2
hard,rz,numeric_close_pi_fraction,-7/15,1
hard,rz,numeric_close_pi_fraction,-7/16,1
hard,rz,numeric_close_pi_fraction,-8/15,1
hard,rz,numeric_close_pi_fraction,-9/14,1
hard,rz,numeric_close_pi_fraction,0,3
hard,rz,numeric_close_pi_fraction,1/10,1
hard,rz,numeric_close_pi_fraction,1/2,10
hard,rz,numeric_close_pi_fraction,1/3,2
hard,rz,numeric_close_pi_fraction,1/4,13
hard,rz,numeric_close_pi_fraction,1/7,1
hard,rz,numeric_close_pi_fraction,11/15,1
hard,rz,numeric_close_pi_fraction,13/15,1
hard,rz,numeric_close_pi_fraction,13/16,1
hard,rz,numeric_close_pi_fraction,2/3,1
hard,rz,numeric_close_pi_fraction,3/11,2
hard,rz,numeric_close_pi_fraction,3/4,9
hard,rz,numeric_close_pi_fraction,3/8,2
hard,rz,numeric_close_pi_fraction,4/13,3
hard,rz,numeric_close_pi_fraction,5/14,1
hard,rz,numeric_close_pi_fraction,6/11,2
hard,rz,numeric_close_pi_fraction,7/15,1
hard,rz,numeric_close_pi_fraction,7/16,3
hard,rz,numeric_close_pi_fraction,8/11,1
hard,rz,numeric_close_pi_fraction,9/13,2
hard,rz,numeric_close_pi_fraction,9/16,2
hard,rz,numeric_exact_pi_fraction,-1/2,17
hard,rz,numeric_exact_pi_fraction,-1/3,1
hard,rz,numeric_exact_pi_fraction,-1/4,62
hard,rz,numeric_exact_pi_fraction,-3/4,11
hard,rz,numeric_exact_pi_fraction,1/2,53
hard,rz,numeric_exact_pi_fraction,1/4,52
hard,rz,numeric_exact_pi_fraction,2/3,1
hard,rz,numeric_exact_pi_fraction,3/4,17
hard,rz,numeric_loose_pi_fraction,-1,13
hard,rz,numeric_loose_pi_fraction,-1/10,6
hard,rz,numeric_loose_pi_fraction,-1/11,7
hard,rz,numeric_loose_pi_fraction,-1/12,5
hard,rz,numeric_loose_pi_fraction,-1/13,6
hard,rz,numeric_loose_pi_fraction,-1/14,5
hard,rz,numeric_loose_pi_fraction,-1/15,2
hard,rz,numeric_loose_pi_fraction,-1/16,5
hard,rz,numeric_loose_pi_fraction,-1/2,50
hard,rz,numeric_loose_pi_fraction,-1/3,23
hard,rz,numeric_loose_pi_fraction,-1/4,34
hard,rz,numeric_loose_pi_fraction,-1/5,13
hard,rz,numeric_loose_pi_fraction,-1/6,12
hard,rz,numeric_loose_pi_fraction,-1/7,15
hard,rz,numeric_loose_pi_fraction,-1/8,9
hard,rz,numeric_loose_pi_fraction,-1/9,3
hard,rz,numeric_loose_pi_fraction,-10/11,8
hard,rz,numeric_loose_pi_fraction,-10/13,9
hard,rz,numeric_loose_pi_fraction,-11/12,6
hard,rz,numeric_loose_pi_fraction,-11/13,10
hard,rz,numeric_loose_pi_fraction,-11/14,4
hard,rz,numeric_loose_pi_fraction,-11/15,6
hard,rz,numeric_loose_pi_fraction,-11/16,12
hard,rz,numeric_loose_pi_fraction,-11/6,1
hard,rz,numeric_loose_pi_fraction,-12/13,3
hard,rz,numeric_loose_pi_fraction,-13/14,2
hard,rz,numeric_loose_pi_fraction,-13/15,6
hard,rz,numeric_loose_pi_fraction,-13/16,8
hard,rz,numeric_loose_pi_fraction,-14/15,1
hard,rz,numeric_loose_pi_fraction,-15/16,7
hard,rz,numeric_loose_pi_fraction,-2/11,3
hard,rz,numeric_loose_pi_fraction,-2/13,11
hard,rz,numeric_loose_pi_fraction,-2/15,9
hard,rz,numeric_loose_pi_fraction,-2/3,19
hard,rz,numeric_loose_pi_fraction,-2/5,16
hard,rz,numeric_loose_pi_fraction,-2/7,10
hard,rz,numeric_loose_pi_fraction,-2/9,7
hard,rz,numeric_loose_pi_fraction,-3/10,9
hard,rz,numeric_loose_pi_fraction,-3/11,9
hard,rz,numeric_loose_pi_fraction,-3/13,13
hard,rz,numeric_loose_pi_fraction,-3/14,9
hard,rz,numeric_loose_pi_fraction,-3/16,11
hard,rz,numeric_loose_pi_fraction,-3/4,23
hard,rz,numeric_loose_pi_fraction,-3/5,19
hard,rz,numeric_loose_pi_fraction,-3/7,8
hard,rz,numeric_loose_pi_fraction,-3/8,10
hard,rz,numeric_loose_pi_fraction,-4/11,9
hard,rz,numeric_loose_pi_fraction,-4/13,10
hard,rz,numeric_loose_pi_fraction,-4/15,10
hard,rz,numeric_loose_pi_fraction,-4/5,18
hard,rz,numeric_loose_pi_fraction,-4/7,13
hard,rz,numeric_loose_pi_fraction,-4/9,11
hard,rz,numeric_loose_pi_fraction,-5/11,6
hard,rz,numeric_loose_pi_fraction,-5/12,11
hard,rz,numeric_loose_pi_fraction,-5/13,12
hard,rz,numeric_loose_pi_fraction,-5/14,14
hard,rz,numeric_loose_pi_fraction,-5/16,7
hard,rz,numeric_loose_pi_fraction,-5/6,9
hard,rz,numeric_loose_pi_fraction,-5/7,8
hard,rz,numeric_loose_pi_fraction,-5/8,5
hard,rz,numeric_loose_pi_fraction,-5/9,4
hard,rz,numeric_loose_pi_fraction,-6/11,9
hard,rz,numeric_loose_pi_fraction,-6/13,5
hard,rz,numeric_loose_pi_fraction,-6/7,2
hard,rz,numeric_loose_pi_fraction,-7/10,17
hard,rz,numeric_loose_pi_fraction,-7/11,6
hard,rz,numeric_loose_pi_fraction,-7/12,7
hard,rz,numeric_loose_pi_fraction,-7/13,3
hard,rz,numeric_loose_pi_fraction,-7/15,12
hard,rz,numeric_loose_pi_fraction,-7/16,12
hard,rz,numeric_loose_pi_fraction,-7/8,7
hard,rz,numeric_loose_pi_fraction,-7/9,11
hard,rz,numeric_loose_pi_fraction,-8/11,7
hard,rz,numeric_loose_pi_fraction,-8/13,11
hard,rz,numeric_loose_pi_fraction,-8/15,18
hard,rz,numeric_loose_pi_fraction,-8/9,9
hard,rz,numeric_loose_pi_fraction,-9/10,2
hard,rz,numeric_loose_pi_fraction,-9/11,4
hard,rz,numeric_loose_pi_fraction,-9/13,6
hard,rz,numeric_loose_pi_fraction,-9/14,13
hard,rz,numeric_loose_pi_fraction,-9/16,12
hard,rz,numeric_loose_pi_fraction,0,80
hard,rz,numeric_loose_pi_fraction,1,18
hard,rz,numeric_loose_pi_fraction,1/10,12
hard,rz,numeric_loose_pi_fraction,1/11,8
hard,rz,numeric_loose_pi_fraction,1/12,12
hard,rz,numeric_loose_pi_fraction,1/13,10
hard,rz,numeric_loose_pi_fraction,1/14,1
hard,rz,numeric_loose_pi_fraction,1/15,6
hard,rz,numeric_loose_pi_fraction,1/16,17
hard,rz,numeric_loose_pi_fraction,1/2,74
hard,rz,numeric_loose_pi_fraction,1/3,38
hard,rz,numeric_loose_pi_fraction,1/4,57
hard,rz,numeric_loose_pi_fraction,1/5,19
hard,rz,numeric_loose_pi_fraction,1/6,21
hard,rz,numeric_loose_pi_fraction,1/7,13
hard,rz,numeric_loose_pi_fraction,1/8,17
hard,rz,numeric_loose_pi_fraction,1/9,4
hard,rz,numeric_loose_pi_fraction,10/11,12
hard,rz,numeric_loose_pi_fraction,10/13,19
hard,rz,numeric_loose_pi_fraction,11/12,1
hard,rz,numeric_loose_pi_fraction,11/13,9
hard,rz,numeric_loose_pi_fraction,11/14,14
hard,rz,numeric_loose_pi_fraction,11/15,15
hard,rz,numeric_loose_pi_fraction,11/16,12
hard,rz,numeric_loose_pi_fraction,12/13,4
hard,rz,numeric_loose_pi_fraction,13/14,5
hard,rz,numeric_loose_pi_fraction,13/15,13
hard,rz,numeric_loose_pi_fraction,13/16,16
hard,rz,numeric_loose_pi_fraction,14/15,4
hard,rz,numeric_loose_pi_fraction,15/16,7
hard,rz,numeric_loose_pi_fraction,2/11,12
hard,rz,numeric_loose_pi_fraction,2/13,7
hard,rz,numeric_loose_pi_fraction,2/15,10
hard,rz,numeric_loose_pi_fraction,2/3,33
hard,rz,numeric_loose_pi_fraction,2/5,16
hard,rz,numeric_loose_pi_fraction,2/7,20
hard,rz,numeric_loose_pi_fraction,2/9,11
hard,rz,numeric_loose_pi_fraction,3/10,19
hard,rz,numeric_loose_pi_fraction,3/11,13
hard,rz,numeric_loose_pi_fraction,3/13,20
hard,rz,numeric_loose_pi_fraction,3/14,9
hard,rz,numeric_loose_pi_fraction,3/16,11
hard,rz,numeric_loose_pi_fraction,3/4,32
hard,rz,numeric_loose_pi_fraction,3/5,26
hard,rz,numeric_loose_pi_fraction,3/7,25
hard,rz,numeric_loose_pi_fraction,3/8,12
hard,rz,numeric_loose_pi_fraction,4/11,23
hard,rz,numeric_loose_pi_fraction,4/13,14
hard,rz,numeric_loose_pi_fraction,4/15,10
hard,rz,numeric_loose_pi_fraction,4/5,16
hard,rz,numeric_loose_pi_fraction,4/7,20
hard,rz,numeric_loose_pi_fraction,4/9,13
hard,rz,numeric_loose_pi_fraction,5/11,32
hard,rz,numeric_loose_pi_fraction,5/12,31
hard,rz,numeric_loose_pi_fraction,5/13,29
hard,rz,numeric_loose_pi_fraction,5/14,16
hard,rz,numeric_loose_pi_fraction,5/16,23
hard,rz,numeric_loose_pi_fraction,5/6,14
hard,rz,numeric_loose_pi_fraction,5/7,19
hard,rz,numeric_loose_pi_fraction,5/8,19
hard,rz,numeric_loose_pi_fraction,5/9,16
hard,rz,numeric_loose_pi_fraction,6/11,19
hard,rz,numeric_loose_pi_fraction,6/13,12
hard,rz,numeric_loose_pi_fraction,6/7,7
hard,rz,numeric_loose_pi_fraction,7/10,23
hard,rz,numeric_loose_pi_fraction,7/11,16
hard,rz,numeric_loose_pi_fraction,7/12,21
hard,rz,numeric_loose_pi_fraction,7/13,15
hard,rz,numeric_loose_pi_fraction,7/15,24
hard,rz,numeric_loose_pi_fraction,7/16,12
hard,rz,numeric_loose_pi_fraction,7/8,9
hard,rz,numeric_loose_pi_fraction,7/9,8
hard,rz,numeric_loose_pi_fraction,8/11,15
hard,rz,numeric_loose_pi_fraction,8/13,23
hard,rz,numeric_loose_pi_fraction,8/15,26
hard,rz,numeric_loose_pi_fraction,8/9,15
hard,rz,numeric_loose_pi_fraction,9/10,11
hard,rz,numeric_loose_pi_fraction,9/11,8
hard,rz,numeric_loose_pi_fraction,9/13,15
hard,rz,numeric_loose_pi_fraction,9/14,26
hard,rz,numeric_loose_pi_fraction,9/16,14
hard,rz,numeric_noisy_non_fraction,-1,20
hard,rz,numeric_noisy_non_fraction,-1/16,16
hard,rz,numeric_noisy_non_fraction,-1/2,15
hard,rz,numeric_noisy_non_fraction,-1/3,5
hard,rz,numeric_noisy_non_fraction,-11/16,2
hard,rz,numeric_noisy_non_fraction,-15/16,18
hard,rz,numeric_noisy_non_fraction,-2/3,3
hard,rz,numeric_noisy_non_fraction,-7/15,10
hard,rz,numeric_noisy_non_fraction,-8/15,2
hard,rz,numeric_noisy_non_fraction,-9/14,2
hard,rz,numeric_noisy_non_fraction,0,115
hard,rz,numeric_noisy_non_fraction,1,31
hard,rz,numeric_noisy_non_fraction,1/16,36
hard,rz,numeric_noisy_non_fraction,1/2,26
hard,rz,numeric_noisy_non_fraction,1/3,2
hard,rz,numeric_noisy_non_fraction,11/16,1
hard,rz,numeric_noisy_non_fraction,15/16,32
hard,rz,numeric_noisy_non_fraction,2/3,2
hard,rz,numeric_noisy_non_fraction,5/14,2
hard,rz,numeric_noisy_non_fraction,5/16,4
hard,rz,numeric_noisy_non_fraction,7/15,11
hard,rz,numeric_noisy_non_fraction,8/15,10
hard,rz,numeric_noisy_non_fraction,9/14,2
hard,rz,numeric_very_close_pi_fraction,-1,2
hard,rz,numeric_very_close_pi_fraction,-1/2,123
hard,rz,numeric_very_close_pi_fraction,-1/3,1
hard,rz,numeric_very_close_pi_fraction,-1/4,481
hard,rz,numeric_very_close_pi_fraction,-1/6,1
hard,rz,numeric_very_close_pi_fraction,-2/3,3
hard,rz,numeric_very_close_pi_fraction,-3/4,111
hard,rz,numeric_very_close_pi_fraction,-5/4,1
hard,rz,numeric_very_close_pi_fraction,-5/6,1
hard,rz,numeric_very_close_pi_fraction,1/2,253
hard,rz,numeric_very_close_pi_fraction,1/3,18
hard,rz,numeric_very_close_pi_fraction,1/4,523
hard,rz,numeric_very_close_pi_fraction,1/6,3
hard,rz,numeric_very_close_pi_fraction,2/3,8
hard,rz,numeric_very_close_pi_fraction,3/2,1
hard,rz,numeric_very_close_pi_fraction,3/4,125
hard,rz,symbolic_pi_expr,-1/2,587
hard,rz,symbolic_pi_expr,-1/3,7
hard,rz,symbolic_pi_expr,-1/4,1169
hard,rz,symbolic_pi_expr,-2/3,3
hard,rz,symbolic_pi_expr,-3/4,196
hard,rz,symbolic_pi_expr,1,27
hard,rz,symbolic_pi_expr,1/2,842
hard,rz,symbolic_pi_expr,1/3,15
hard,rz,symbolic_pi_expr,1/4,1119
hard,rz,symbolic_pi_expr,2/3,18
hard,rz,symbolic_pi_expr,3/4,206
very_hard,rx,numeric_close_pi_fraction,-1,4
very_hard,rx,numeric_close_pi_fraction,-1/10,8
very_hard,rx,numeric_close_pi_fraction,-1/11,11
very_hard,rx,numeric_close_pi_fraction,-1/12,4
very_hard,rx,numeric_close_pi_fraction,-1/13,8
very_hard,rx,numeric_close_pi_fraction,-1/14,2
very_hard,rx,numeric_close_pi_fraction,-1/15,4
very_hard,rx,numeric_close_pi_fraction,-1/16,4
very_hard,rx,numeric_close_pi_fraction,-1/2,6
very_hard,rx,numeric_close_pi_fraction,-1/3,10
very_hard,rx,numeric_close_pi_fraction,-1/4,13
very_hard,rx,numeric_close_pi_fraction,-1/5,7
very_hard,rx,numeric_close_pi_fraction,-1/6,6
very_hard,rx,numeric_close_pi_fraction,-1/7,11
very_hard,rx,numeric_close_pi_fraction,-1/8,1
very_hard,rx,numeric_close_pi_fraction,-1/9,4
very_hard,rx,numeric_close_pi_fraction,-10/11,8
very_hard,rx,numeric_close_pi_fraction,-10/13,4
very_hard,rx,numeric_close_pi_fraction,-11/12,3
very_hard,rx,numeric_close_pi_fraction,-11/13,4
very_hard,rx,numeric_close_pi_fraction,-11/14,5
very_hard,rx,numeric_close_pi_fraction,-11/15,7
very_hard,rx,numeric_close_pi_fraction,-11/16,11
very_hard,rx,numeric_close_pi_fraction,-12/13,4
very_hard,rx,numeric_close_pi_fraction,-13/14,3
very_hard,rx,numeric_close_pi_fraction,-13/15,5
very_hard,rx,numeric_close_pi_fraction,-13/16,1
very_hard,rx,numeric_close_pi_fraction,-14/15,6
very_hard,rx,numeric_close_pi_fraction,-15/16,5
very_hard,rx,numeric_close_pi_fraction,-16/15,1
very_hard,rx,numeric_close_pi_fraction,-2/11,2
very_hard,rx,numeric_close_pi_fraction,-2/13,3
very_hard,rx,numeric_close_pi_fraction,-2/15,3
very_hard,rx,numeric_close_pi_fraction,-2/3,12
very_hard,rx,numeric_close_pi_fraction,-2/5,2
very_hard,rx,numeric_close_pi_fraction,-2/7,5
very_hard,rx,numeric_close_pi_fraction,-2/9,6
very_hard,rx,numeric_close_pi_fraction,-3/10,4
very_hard,rx,numeric_close_pi_fraction,-3/11,9
very_hard,rx,numeric_close_pi_fraction,-3/13,7
very_hard,rx,numeric_close_pi_fraction,-3/14,6
very_hard,rx,numeric_close_pi_fraction,-3/16,4
very_hard,rx,numeric_close_pi_fraction,-3/4,10
very_hard,rx,numeric_close_pi_fraction,-3/5,11
very_hard,rx,numeric_close_pi_fraction,-3/7,6
very_hard,rx,numeric_close_pi_fraction,-3/8,13
very_hard,rx,numeric_close_pi_fraction,-4/11,4
very_hard,rx,numeric_close_pi_fraction,-4/13,13
very_hard,rx,numeric_close_pi_fraction,-4/15,8
very_hard,rx,numeric_close_pi_fraction,-4/5,4
very_hard,rx,numeric_close_pi_fraction,-4/7,12
very_hard,rx,numeric_close_pi_fraction,-4/9,10
very_hard,rx,numeric_close_pi_fraction,-5/11,5
very_hard,rx,numeric_close_pi_fraction,-5/12,11
very_hard,rx,numeric_close_pi_fraction,-5/13,3
very_hard,rx,numeric_close_pi_fraction,-5/14,9
very_hard,rx,numeric_close_pi_fraction,-5/16,8
very_hard,rx,numeric_close_pi_fraction,-5/6,2
very_hard,rx,numeric_close_pi_fraction,-5/7,4
very_hard,rx,numeric_close_pi_fraction,-5/8,3
very_hard,rx,numeric_close_pi_fraction,-5/9,8
very_hard,rx,numeric_close_pi_fraction,-6/11,7
very_hard,rx,numeric_close_pi_fraction,-6/13,7
very_hard,rx,numeric_close_pi_fraction,-6/7,10
very_hard,rx,numeric_close_pi_fraction,-7/10,4
very_hard,rx,numeric_close_pi_fraction,-7/11,3
very_hard,rx,numeric_close_pi_fraction,-7/12,5
very_hard,rx,numeric_close_pi_fraction,-7/13,6
very_hard,rx,numeric_close_pi_fraction,-7/15,6
very_hard,rx,numeric_close_pi_fraction,-7/16,9
very_hard,rx,numeric_close_pi_fraction,-7/8,2
very_hard,rx,numeric_close_pi_fraction,-7/9,4
very_hard,rx,numeric_close_pi_fraction,-8/11,10
very_hard,rx,numeric_close_pi_fraction,-8/13,9
very_hard,rx,numeric_close_pi_fraction,-8/15,8
very_hard,rx,numeric_close_pi_fraction,-8/9,2
very_hard,rx,numeric_close_pi_fraction,-9/10,6
very_hard,rx,numeric_close_pi_fraction,-9/11,7
very_hard,rx,numeric_close_pi_fraction,-9/13,10
very_hard,rx,numeric_close_pi_fraction,-9/14,8
very_hard,rx,numeric_close_pi_fraction,-9/16,6
very_hard,rx,numeric_close_pi_fraction,0,8
very_hard,rx,numeric_close_pi_fraction,1,3
very_hard,rx,numeric_close_pi_fraction,1/10,14
very_hard,rx,numeric_close_pi_fraction,1/11,4
very_hard,rx,numeric_close_pi_fraction,1/12,6
very_hard,rx,numeric_close_pi_fraction,1/13,4
very_hard,rx,numeric_close_pi_fraction,1/14,4
very_hard,rx,numeric_close_pi_fraction,1/15,9
very_hard,rx,numeric_close_pi_fraction,1/16,10
very_hard,rx,numeric_close_pi_fraction,1/2,20
very_hard,rx,numeric_close_pi_fraction,1/3,17
very_hard,rx,numeric_close_pi_fraction,1/4,14
very_hard,rx,numeric_close_pi_fraction,1/5,19
very_hard,rx,numeric_close_pi_fraction,1/6,14
very_hard,rx,numeric_close_pi_fraction,1/7,12
very_hard,rx,numeric_close_pi_fraction,1/8,8
very_hard,rx,numeric_close_pi_fraction,1/9,4
very_hard,rx,numeric_close_pi_fraction,10/11,3
very_hard,rx,numeric_close_pi_fraction,10/13,13
very_hard,rx,numeric_close_pi_fraction,11/12,4
very_hard,rx,numeric_close_pi_fraction,11/13,12
very_hard,rx,numeric_close_pi_fraction,11/14,16
very_hard,rx,numeric_close_pi_fraction,11/15,8
very_hard,rx,numeric_close_pi_fraction,11/16,14
very_hard,rx,numeric_close_pi_fraction,12/13,8
very_hard,rx,numeric_close_pi_fraction,13/14,3
very_hard,rx,numeric_close_pi_fraction,13/16,5
very_hard,rx,numeric_close_pi_fraction,14/15,5
very_hard,rx,numeric_close_pi_fraction,15/16,6
very_hard,rx,numeric_close_pi_fraction,16/13,1
very_hard,rx,numeric_close_pi_fraction,2/11,8
very_hard,rx,numeric_close_pi_fraction,2/13,3
very_hard,rx,numeric_close_pi_fraction,2/15,12
very_hard,rx,numeric_close_pi_fraction,2/3,15
very_hard,rx,numeric_close_pi_fraction,2/5,23
very_hard,rx,numeric_close_pi_fraction,2/7,9
very_hard,rx,numeric_close_pi_fraction,2/9,13
very_hard,rx,numeric_close_pi_fraction,3/10,2
very_hard,rx,numeric_close_pi_fraction,3/11,15
very_hard,rx,numeric_close_pi_fraction,3/13,5
very_hard,rx,numeric_close_pi_fraction,3/14,10
very_hard,rx,numeric_close_pi_fraction,3/16,8
very_hard,rx,numeric_close_pi_fraction,3/4,18
very_hard,rx,numeric_close_pi_fraction,3/5,17
very_hard,rx,numeric_close_pi_fraction,3/7,15
very_hard,rx,numeric_close_pi_fraction,3/8,14
very_hard,rx,numeric_close_pi_fraction,4/11,5
very_hard,rx,numeric_close_pi_fraction,4/13,12
very_hard,rx,numeric_close_pi_fraction,4/15,8
very_hard,rx,numeric_close_pi_fraction,4/5,8
very_hard,rx,numeric_close_pi_fraction,4/7,11
very_hard,rx,numeric_close_pi_fraction,4/9,19
very_hard,rx,numeric_close_pi_fraction,5/11,7
very_hard,rx,numeric_close_pi_fraction,5/12,18
very_hard,rx,numeric_close_pi_fraction,5/13,9
very_hard,rx,numeric_close_pi_fraction,5/14,12
very_hard,rx,numeric_close_pi_fraction,5/16,11
very_hard,rx,numeric_close_pi_fraction,5/6,5
very_hard,rx,numeric_close_pi_fraction,5/7,16
very_hard,rx,numeric_close_pi_fraction,5/8,3
very_hard,rx,numeric_close_pi_fraction,5/9,17
very_hard,rx,numeric_close_pi_fraction,6/11,11
very_hard,rx,numeric_close_pi_fraction,6/13,7
very_hard,rx,numeric_close_pi_fraction,6/7,12
very_hard,rx,numeric_close_pi_fraction,7/10,13
very_hard,rx,numeric_close_pi_fraction,7/11,20
very_hard,rx,numeric_close_pi_fraction,7/12,20
very_hard,rx,numeric_close_pi_fraction,7/13,12
very_hard,rx,numeric_close_pi_fraction,7/15,13
very_hard,rx,numeric_close_pi_fraction,7/16,19
very_hard,rx,numeric_close_pi_fraction,7/8,8
very_hard,rx,numeric_close_pi_fraction,7/9,10
very_hard,rx,numeric_close_pi_fraction,8/11,12
very_hard,rx,numeric_close_pi_fraction,8/13,12
very_hard,rx,numeric_close_pi_fraction,8/15,16
very_hard,rx,numeric_close_pi_fraction,8/9,8
very_hard,rx,numeric_close_pi_fraction,9/10,7
very_hard,rx,numeric_close_pi_fraction,9/11,13
very_hard,rx,numeric_close_pi_fraction,9/13,14
very_hard,rx,numeric_close_pi_fraction,9/14,11
very_hard,rx,numeric_close_pi_fraction,9/16,16
very_hard,rx,numeric_exact_pi_fraction,-1/2,1
very_hard,rx,numeric_exact_pi_fraction,1/2,1
very_hard,rx,numeric_loose_pi_fraction,-1,179
very_hard,rx,numeric_loose_pi_fraction,-1/10,240
very_hard,rx,numeric_loose_pi_fraction,-1/11,187
very_hard,rx,numeric_loose_pi_fraction,-1/12,168
very_hard,rx,numeric_loose_pi_fraction,-1/13,150
very_hard,rx,numeric_loose_pi_fraction,-1/14,116
very_hard,rx,numeric_loose_pi_fraction,-1/15,101
very_hard,rx,numeric_loose_pi_fraction,-1/16,271
very_hard,rx,numeric_loose_pi_fraction,-1/2,840
very_hard,rx,numeric_loose_pi_fraction,-1/3,704
very_hard,rx,numeric_loose_pi_fraction,-1/4,602
very_hard,rx,numeric_loose_pi_fraction,-1/5,386
very_hard,rx,numeric_loose_pi_fraction,-1/6,388
very_hard,rx,numeric_loose_pi_fraction,-1/7,258
very_hard,rx,numeric_loose_pi_fraction,-1/8,287
very_hard,rx,numeric_loose_pi_fraction,-1/9,315
very_hard,rx,numeric_loose_pi_fraction,-10/11,214
very_hard,rx,numeric_loose_pi_fraction,-10/13,379
very_hard,rx,numeric_loose_pi_fraction,-11/10,3
very_hard,rx,numeric_loose_pi_fraction,-11/12,142
very_hard,rx,numeric_loose_pi_fraction,-11/13,316
very_hard,rx,numeric_loose_pi_fraction,-11/14,301
very_hard,rx,numeric_loose_pi_fraction,-11/15,337
very_hard,rx,numeric_loose_pi_fraction,-11/16,437
very_hard,rx,numeric_loose_pi_fraction,-11/9,1
very_hard,rx,numeric_loose_pi_fraction,-12/11,1
very_hard,rx,numeric_loose_pi_fraction,-12/13,127
very_hard,rx,numeric_loose_pi_fraction,-13/11,2
very_hard,rx,numeric_loose_pi_fraction,-13/12,1
very_hard,rx,numeric_loose_pi_fraction,-13/14,102
very_hard,rx,numeric_loose_pi_fraction,-13/15,215
very_hard,rx,numeric_loose_pi_fraction,-13/16,264
very_hard,rx,numeric_loose_pi_fraction,-13/7,1
very_hard,rx,numeric_loose_pi_fraction,-14/11,1
very_hard,rx,numeric_loose_pi_fraction,-14/15,116
very_hard,rx,numeric_loose_pi_fraction,-15/16,259
very_hard,rx,numeric_loose_pi_fraction,-17/12,1
