rank,bitstring,order,observation_count,probability_sum,probability_count,mean_probability,sample_count_sum,sources
394,01011110,site,6,1.0899536639960037e-07,6,1.8165894399933397e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[191].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[191].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[191].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[191].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[191].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[191].site_bitstring
395,11101110,site,6,8.751280480435599e-08,6,1.4585467467392664e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[192].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[192].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[192].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[192].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[192].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[192].site_bitstring
396,01110111,original,6,8.751280480435599e-08,6,1.4585467467392664e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[192].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[192].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[192].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[192].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[192].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[192].bitstring_original_order
397,11011110,site,6,8.562175508253646e-08,6,1.4270292513756077e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[193].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[193].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[193].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[193].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[193].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[193].site_bitstring
398,01111011,original,6,8.562175508253646e-08,6,1.4270292513756077e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[193].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[193].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[193].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[193].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[193].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[193].bitstring_original_order
399,11000110,site,6,7.85829912071258e-08,6,1.3097165201187634e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[194].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[194].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[194].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[194].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[194].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[194].site_bitstring
400,01100011,original,6,7.85829912071258e-08,6,1.3097165201187634e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[194].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[194].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[194].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[194].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[194].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[194].bitstring_original_order
401,11101001,original,6,7.738566054228051e-08,6,1.2897610090380085e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[195].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[195].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[195].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[195].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[195].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[195].bitstring_original_order
402,10010111,site,6,7.738566054228051e-08,6,1.2897610090380085e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[195].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[195].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[195].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[195].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[195].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[195].site_bitstring
403,01110110,site,6,7.064206370518052e-08,6,1.1773677284196754e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[196].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[196].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[196].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[196].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[196].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[196].site_bitstring
404,01101110,original,6,7.064206370518052e-08,6,1.1773677284196754e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[196].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[196].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[196].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[196].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[196].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[196].bitstring_original_order
405,01111010,site,6,6.855860938816783e-08,6,1.142643489802797e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[197].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[197].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[197].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[197].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[197].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[197].site_bitstring
406,01011110,original,6,6.855860938816783e-08,6,1.142643489802797e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[197].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[197].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[197].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[197].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[197].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[197].bitstring_original_order
407,11100100,original,6,6.418846181339435e-08,6,1.0698076968899058e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[198].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[198].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[198].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[198].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[198].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[198].bitstring_original_order
408,00100111,site,6,6.418846181339435e-08,6,1.0698076968899058e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[198].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[198].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[198].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[198].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[198].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[198].site_bitstring
409,10000000,site,6,6.09211343140594e-08,6,1.0153522385676566e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[199].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[199].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[199].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[199].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[199].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[199].site_bitstring
410,00000001,original,6,6.09211343140594e-08,6,1.0153522385676566e-08,0,temporal_ensemble.runs[0].peak_extraction.candidates[199].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[199].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[199].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[199].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[199].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[199].bitstring_original_order
411,11110110,site,6,5.549316156170177e-08,6,9.248860260283628e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[200].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[200].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[200].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[200].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[200].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[200].site_bitstring
412,01101111,original,6,5.549316156170177e-08,6,9.248860260283628e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[200].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[200].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[200].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[200].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[200].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[200].bitstring_original_order
413,11111010,site,6,5.385649551662519e-08,6,8.976082586104198e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[201].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[201].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[201].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[201].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[201].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[201].site_bitstring
414,01011111,original,6,5.385649551662519e-08,6,8.976082586104198e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[201].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[201].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[201].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[201].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[201].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[201].bitstring_original_order
415,10100100,site,6,4.0478652921512154e-08,6,6.746442153585359e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[202].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[202].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[202].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[202].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[202].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[202].site_bitstring
416,00100101,original,6,4.0478652921512154e-08,6,6.746442153585359e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[202].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[202].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[202].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[202].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[202].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[202].bitstring_original_order
417,01100010,site,6,3.500161598568623e-08,6,5.8336026642810386e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[203].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[203].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[203].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[203].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[203].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[203].site_bitstring
418,01000110,original,6,3.500161598568623e-08,6,5.8336026642810386e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[203].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[203].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[203].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[203].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[203].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[203].bitstring_original_order
419,01000010,original,6,2.9007544328850484e-08,6,4.8345907214750804e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[204].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[204].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[204].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[204].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[204].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[204].bitstring_original_order
420,01000010,site,6,2.9007544328850484e-08,6,4.8345907214750804e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[204].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[204].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[204].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[204].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[204].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[204].site_bitstring
421,01111110,original,6,2.584961624510941e-08,6,4.308269374184902e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[205].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[205].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[205].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[205].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[205].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[205].bitstring_original_order
422,01111110,site,6,2.584961624510941e-08,6,4.308269374184902e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[205].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[205].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[205].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[205].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[205].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[205].site_bitstring
423,00000000,original,6,2.3024477340264674e-08,6,3.837412890044112e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[206].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[206].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[206].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[206].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[206].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[206].bitstring_original_order
424,01010010,site,6,2.0788452730412524e-08,6,3.4647421217354205e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[207].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[207].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[207].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[207].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[207].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[207].site_bitstring
425,01001010,original,6,2.0788452730412524e-08,6,3.4647421217354205e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[207].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[207].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[207].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[207].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[207].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[207].bitstring_original_order
426,11111110,site,6,2.0306271580407583e-08,6,3.3843785967345972e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[208].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[208].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[208].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[208].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[208].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[208].site_bitstring
427,01111111,original,6,2.0306271580407583e-08,6,3.3843785967345972e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[208].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[208].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[208].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[208].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[208].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[208].bitstring_original_order
428,01010010,original,6,1.8514428191248625e-08,6,3.0857380318747708e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[209].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[209].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[209].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[209].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[209].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[209].bitstring_original_order
429,01001010,site,6,1.8514428191248625e-08,6,3.0857380318747708e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[209].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[209].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[209].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[209].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[209].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[209].site_bitstring
430,11010010,site,6,1.6330453917670367e-08,6,2.7217423196117278e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[210].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[210].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[210].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[210].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[210].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[210].site_bitstring
431,01001011,original,6,1.6330453917670367e-08,6,2.7217423196117278e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[210].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[210].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[210].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[210].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[210].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[210].bitstring_original_order
432,00100100,original,6,1.5298464768419586e-08,6,2.549744128069931e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[211].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[211].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[211].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[211].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[211].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[211].bitstring_original_order
433,00100100,site,6,1.5298464768419586e-08,6,2.549744128069931e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[211].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[211].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[211].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[211].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[211].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[211].site_bitstring
434,01101010,site,6,1.3294427430991131e-08,6,2.2157379051651885e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[212].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[212].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[212].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[212].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[212].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[212].site_bitstring
435,01010110,original,6,1.3294427430991131e-08,6,2.2157379051651885e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[212].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[212].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[212].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[212].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[212].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[212].bitstring_original_order
436,10100010,site,6,1.2657529804120199e-08,6,2.1095883006867e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[213].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[213].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[213].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[213].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[213].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[213].site_bitstring
437,01000101,original,6,1.2657529804120199e-08,6,2.1095883006867e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[213].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[213].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[213].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[213].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[213].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[213].bitstring_original_order
438,10000010,site,6,1.0489911581137063e-08,6,1.748318596856177e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[214].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[214].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[214].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[214].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[214].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[214].site_bitstring
439,01000001,original,6,1.0489911581137063e-08,6,1.748318596856177e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[214].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[214].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[214].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[214].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[214].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[214].bitstring_original_order
440,01110010,original,6,8.680204004358128e-09,6,1.4467006673930213e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[215].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[215].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[215].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[215].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[215].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[215].bitstring_original_order
441,01001110,site,6,8.680204004358128e-09,6,1.4467006673930213e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[215].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[215].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[215].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[215].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[215].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[215].site_bitstring
442,10001010,site,6,6.69531734571362e-09,6,1.1158862242856034e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[216].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[216].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[216].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[216].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[216].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[216].site_bitstring
443,01010001,original,6,6.69531734571362e-09,6,1.1158862242856034e-09,0,temporal_ensemble.runs[0].peak_extraction.candidates[216].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[216].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[216].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[216].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[216].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[216].bitstring_original_order
444,01110110,original,6,5.578929665466778e-09,6,9.298216109111298e-10,0,temporal_ensemble.runs[0].peak_extraction.candidates[217].bitstring_original_order;temporal_ensemble.runs[1].peak_extraction.candidates[217].bitstring_original_order;temporal_ensemble.runs[2].peak_extraction.candidates[217].bitstring_original_order;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[217].bitstring_original_order;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[217].bitstring_original_order;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[217].bitstring_original_order
445,01101110,site,6,5.578929665466778e-09,6,9.298216109111298e-10,0,temporal_ensemble.runs[0].peak_extraction.candidates[217].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[217].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[217].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[217].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[217].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[217].site_bitstring
446,01110010,site,6,5.46640273672856e-09,6,9.110671227880932e-10,0,temporal_ensemble.runs[0].peak_extraction.candidates[218].site_bitstring;temporal_ensemble.runs[1].peak_extraction.candidates[218].site_bitstring;temporal_ensemble.runs[2].peak_extraction.candidates[218].site_bitstring;tracks.temporal.ensemble.runs[0].peak_extraction.candidates[218].site_bitstring;tracks.temporal.ensemble.runs[1].peak_extraction.candidates[218].site_bitstring;tracks.temporal.ensemble.runs[2].peak_extraction.candidates[218].site_bitstring
